Div,Date,Time,HomeTeam,AwayTeam,FTHomeGoals,FTAwayGoals,FTResult,HomeShots,AwayShots,HomeYellow,AwayYellow,HomeRed,AwayRed
SP1,14/04/2024,13:00,Las Palmas,Sevilla,0,2,A,5,10,3,3,1,0
SP1,14/04/2024,15:15,Granada,Alaves,2,0,H,9,8,3,2,0,0
SP1,14/04/2024,17:30,Ath Bilbao,Villarreal,1,1,D,13,10,3,3,0,1
SP1,14/04/2024,20:00,Sociedad,Almeria,2,2,D,17,7,2,2,1,0
SP1,15/04/2024,20:00,Osasuna,Valencia,0,1,A,13,4,0,2,0,0
SP1,19/04/2024,20:00,Ath Bilbao,Granada,1,1,D,17,5,4,2,0,0
SP1,20/04/2024,13:00,Celta,Las Palmas,4,1,H,21,9,1,0,0,0
SP1,20/04/2024,15:15,Vallecano,Osasuna,2,1,H,17,6,4,1,0,0
SP1,20/04/2024,17:30,Valencia,Betis,1,2,A,8,12,2,3,0,0
SP1,20/04/2024,20:00,Girona,Cadiz,4,1,H,10,12,1,2,0,0
SP1,21/04/2024,13:00,Getafe,Sociedad,1,1,D,6,7,0,2,0,0
SP1,21/04/2024,15:15,Almeria,Villarreal,1,2,A,24,11,3,4,1,0
SP1,21/04/2024,17:30,Alaves,Ath Madrid,2,0,H,8,15,5,3,0,0
SP1,21/04/2024,20:00,Real Madrid,Barcelona,3,2,H,14,14,3,2,0,0
SP1,22/04/2024,20:00,Sevilla,Mallorca,2,1,H,11,8,0,2,0,0
SP1,26/04/2024,20:00,Sociedad,Real Madrid,0,1,A,9,5,3,4,0,0
SP1,27/04/2024,13:00,Las Palmas,Girona,0,2,A,10,6,1,3,0,0
SP1,27/04/2024,15:15,Almeria,Getafe,1,3,A,21,8,5,4,1,0
SP1,27/04/2024,17:30,Alaves,Celta,3,0,H,16,4,3,3,0,0
SP1,27/04/2024,20:00,Ath Madrid,Ath Bilbao,3,1,H,8,7,3,2,0,0
SP1,28/04/2024,13:00,Cadiz,Mallorca,1,1,D,10,9,3,2,0,0
SP1,28/04/2024,15:15,Granada,Osasuna,3,0,H,12,11,4,0,0,0
SP1,28/04/2024,17:30,Villarreal,Vallecano,3,0,H,15,20,2,1,0,0
SP1,28/04/2024,20:00,Betis,Sevilla,1,1,D,15,10,3,5,0,0
SP1,29/04/2024,20:00,Barcelona,Valencia,4,2,H,27,5,1,0,0,1
SP1,3/5/2024,20:00,Getafe,Ath Bilbao,0,2,A,34,7,0,2,0,2
SP1,4/5/2024,13:00,Sociedad,Las Palmas,2,0,H,9,7,2,1,0,0
SP1,4/5/2024,15:15,Real Madrid,Cadiz,3,0,H,19,7,0,1,0,0
SP1,4/5/2024,17:30,Girona,Barcelona,4,2,H,9,16,0,3,0,0
SP1,4/5/2024,20:00,Mallorca,Ath Madrid,0,1,A,7,9,2,0,0,0
SP1,5/5/2024,13:00,Osasuna,Betis,0,2,A,12,10,2,2,1,0
SP1,5/5/2024,15:15,Celta,Villarreal,3,2,H,23,11,4,0,0,1
SP1,5/5/2024,17:30,Valencia,Alaves,0,1,A,13,14,1,3,0,0
SP1,5/5/2024,20:00,Sevilla,Granada,3,0,H,11,8,2,2,0,0
SP1,5/5/2024,20:00,Vallecano,Almeria,0,1,A,27,7,3,2,0,0
SP1,10/5/2024,20:00,Alaves,Girona,2,2,D,14,15,3,2,0,0
SP1,11/5/2024,13:00,Mallorca,Las Palmas,1,0,H,7,7,6,2,0,0
SP1,11/5/2024,15:15,Villarreal,Sevilla,3,2,H,25,8,3,5,0,0
SP1,11/5/2024,17:30,Granada,Real Madrid,0,4,A,12,13,2,0,0,0
SP1,11/5/2024,20:00,Ath Bilbao,Osasuna,2,2,D,15,13,2,4,0,0
SP1,12/5/2024,13:00,Cadiz,Getafe,1,0,H,13,10,5,2,0,0
SP1,12/5/2024,15:15,Ath Madrid,Celta,1,0,H,21,6,1,1,0,0
SP1,12/5/2024,17:30,Valencia,Vallecano,0,0,D,13,12,1,2,0,0
SP1,12/5/2024,20:00,Betis,Almeria,3,2,H,14,14,0,2,0,0
SP1,13/05/2024,20:00,Barcelona,Sociedad,2,0,H,14,10,2,3,0,0
SP1,14/05/2024,18:30,Osasuna,Mallorca,1,1,D,10,10,0,1,0,0
SP1,14/05/2024,20:30,Real Madrid,Alaves,5,0,H,22,18,1,1,0,0
SP1,14/05/2024,21:00,Girona,Villarreal,0,1,A,22,11,1,5,0,1
SP1,15/05/2024,18:30,Sevilla,Cadiz,0,1,A,14,19,6,2,0,0
SP1,15/05/2024,18:30,Vallecano,Granada,2,1,H,18,10,4,3,1,0
SP1,15/05/2024,21:00,Celta,Ath Bilbao,2,1,H,10,7,2,0,0,0
SP1,15/05/2024,21:00,Getafe,Ath Madrid,0,3,A,8,7,4,3,0,0
SP1,16/05/2024,18:30,Las Palmas,Betis,2,2,D,16,6,2,1,0,0
SP1,16/05/2024,20:30,Almeria,Barcelona,0,2,A,12,16,0,1,0,0
SP1,16/05/2024,21:00,Sociedad,Valencia,1,0,H,10,7,0,2,0,0
SP1,18/05/2024,20:00,Alaves,Getafe,1,0,H,9,10,5,7,0,1
SP1,19/05/2024,18:00,Ath Bilbao,Sevilla,2,0,H,15,9,1,1,0,0
SP1,19/05/2024,18:00,Ath Madrid,Osasuna,1,4,A,15,15,2,2,0,0
SP1,19/05/2024,18:00,Barcelona,Vallecano,3,0,H,14,15,4,2,0,0
SP1,19/05/2024,18:00,Betis,Sociedad,0,2,A,18,5,3,4,0,0
SP1,19/05/2024,18:00,Cadiz,Las Palmas,0,0,D,10,9,3,1,1,0
SP1,19/05/2024,18:00,Granada,Celta,1,2,A,11,8,2,1,0,0
SP1,19/05/2024,18:00,Mallorca,Almeria,2,2,D,29,7,2,3,0,0
SP1,19/05/2024,18:00,Valencia,Girona,1,3,A,20,18,2,0,0,0
SP1,19/05/2024,18:00,Villarreal,Real Madrid,4,4,D,21,12,3,2,0,0
SP1,24/05/2024,20:00,Girona,Granada,7,0,H,16,10,3,5,0,1
SP1,25/05/2024,13:00,Osasuna,Villarreal,1,1,D,12,11,4,3,0,0
SP1,25/05/2024,15:15,Sociedad,Ath Madrid,0,2,A,14,10,3,5,0,1
SP1,25/05/2024,17:30,Almeria,Cadiz,6,1,H,27,12,2,2,0,0
SP1,25/05/2024,17:30,Vallecano,Ath Bilbao,0,1,A,17,7,1,1,0,0
SP1,25/05/2024,20:00,Real Madrid,Betis,0,0,D,13,11,2,1,0,0
SP1,26/05/2024,13:00,Getafe,Mallorca,1,2,A,16,9,0,2,0,0
SP1,26/05/2024,15:15,Celta,Valencia,2,2,D,9,12,0,0,0,0
SP1,26/05/2024,15:15,Las Palmas,Alaves,1,1,D,10,14,2,1,0,0
SP1,26/05/2024,20:00,Sevilla,Barcelona,1,2,A,15,11,2,1,0,0
